suite_name	timestamp	seed	model_name	experiment_id	dataset_name	evaluator_name	method_id	display_name	sequence_index	worker_id	cuda_visible_devices	run_name	train_subset	val_subset	metrics_path	predictions_path	diagnostics_path	log_path
fgvc_baselines	20260401_122632	42	qwen2_vl	eurosat_fgvc	eurosat	raw	zero_shot	Zero-shot	0	worker_1	0	fgvc_baselines_eurosat_fgvc_seed42_zero_shot_qwen2_vl_20260401_122632	/root/autodl-tmp/FGVC/swap/paper/subsets/20260401_122632_fgvc_baselines/seed_42/eurosat_fgvc/train_subset.json	/root/autodl-tmp/FGVC/swap/paper/subsets/20260401_122632_fgvc_baselines/seed_42/eurosat_fgvc/val_subset.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260401_122632_fgvc_baselines/fgvc_baselines_eurosat_fgvc_seed42_zero_shot_qwen2_vl_20260401_122632.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260401_122632_fgvc_baselines/fgvc_baselines_eurosat_fgvc_seed42_zero_shot_qwen2_vl_20260401_122632.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260401_122632_fgvc_baselines/fgvc_baselines_eurosat_fgvc_seed42_zero_shot_qwen2_vl_20260401_122632.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260401_122632_fgvc_baselines/fgvc_baselines_eurosat_fgvc_seed42_zero_shot_qwen2_vl_20260401_122632.log
fgvc_baselines	20260401_122632	42	qwen2_vl	eurosat_fgvc	eurosat	raw	keco	KeCO	1	worker_1	0	fgvc_baselines_eurosat_fgvc_seed42_keco_qwen2_vl_20260401_122632	/root/autodl-tmp/FGVC/swap/paper/subsets/20260401_122632_fgvc_baselines/seed_42/eurosat_fgvc/train_subset.json	/root/autodl-tmp/FGVC/swap/paper/subsets/20260401_122632_fgvc_baselines/seed_42/eurosat_fgvc/val_subset.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260401_122632_fgvc_baselines/fgvc_baselines_eurosat_fgvc_seed42_keco_qwen2_vl_20260401_122632.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260401_122632_fgvc_baselines/fgvc_baselines_eurosat_fgvc_seed42_keco_qwen2_vl_20260401_122632.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260401_122632_fgvc_baselines/fgvc_baselines_eurosat_fgvc_seed42_keco_qwen2_vl_20260401_122632.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260401_122632_fgvc_baselines/fgvc_baselines_eurosat_fgvc_seed42_keco_qwen2_vl_20260401_122632.log
fgvc_baselines	20260401_122632	42	qwen2_vl	eurosat_fgvc	eurosat	raw	sav	SAV	2	worker_1	0	fgvc_baselines_eurosat_fgvc_seed42_sav_qwen2_vl_20260401_122632	/root/autodl-tmp/FGVC/swap/paper/subsets/20260401_122632_fgvc_baselines/seed_42/eurosat_fgvc/train_subset.json	/root/autodl-tmp/FGVC/swap/paper/subsets/20260401_122632_fgvc_baselines/seed_42/eurosat_fgvc/val_subset.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260401_122632_fgvc_baselines/fgvc_baselines_eurosat_fgvc_seed42_sav_qwen2_vl_20260401_122632.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260401_122632_fgvc_baselines/fgvc_baselines_eurosat_fgvc_seed42_sav_qwen2_vl_20260401_122632.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260401_122632_fgvc_baselines/fgvc_baselines_eurosat_fgvc_seed42_sav_qwen2_vl_20260401_122632.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260401_122632_fgvc_baselines/fgvc_baselines_eurosat_fgvc_seed42_sav_qwen2_vl_20260401_122632.log
fgvc_baselines	20260401_122632	42	qwen2_vl	eurosat_fgvc	eurosat	raw	rse	RSE	3	worker_1	0	fgvc_baselines_eurosat_fgvc_seed42_rse_qwen2_vl_20260401_122632	/root/autodl-tmp/FGVC/swap/paper/subsets/20260401_122632_fgvc_baselines/seed_42/eurosat_fgvc/train_subset.json	/root/autodl-tmp/FGVC/swap/paper/subsets/20260401_122632_fgvc_baselines/seed_42/eurosat_fgvc/val_subset.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260401_122632_fgvc_baselines/fgvc_baselines_eurosat_fgvc_seed42_rse_qwen2_vl_20260401_122632.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260401_122632_fgvc_baselines/fgvc_baselines_eurosat_fgvc_seed42_rse_qwen2_vl_20260401_122632.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260401_122632_fgvc_baselines/fgvc_baselines_eurosat_fgvc_seed42_rse_qwen2_vl_20260401_122632.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260401_122632_fgvc_baselines/fgvc_baselines_eurosat_fgvc_seed42_rse_qwen2_vl_20260401_122632.log
fgvc_baselines	20260401_122632	42	qwen2_vl	eurosat_fgvc	eurosat	raw	rsev2	RSEv2	4	worker_1	0	fgvc_baselines_eurosat_fgvc_seed42_rsev2_qwen2_vl_20260401_122632	/root/autodl-tmp/FGVC/swap/paper/subsets/20260401_122632_fgvc_baselines/seed_42/eurosat_fgvc/train_subset.json	/root/autodl-tmp/FGVC/swap/paper/subsets/20260401_122632_fgvc_baselines/seed_42/eurosat_fgvc/val_subset.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260401_122632_fgvc_baselines/fgvc_baselines_eurosat_fgvc_seed42_rsev2_qwen2_vl_20260401_122632.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260401_122632_fgvc_baselines/fgvc_baselines_eurosat_fgvc_seed42_rsev2_qwen2_vl_20260401_122632.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260401_122632_fgvc_baselines/fgvc_baselines_eurosat_fgvc_seed42_rsev2_qwen2_vl_20260401_122632.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260401_122632_fgvc_baselines/fgvc_baselines_eurosat_fgvc_seed42_rsev2_qwen2_vl_20260401_122632.log
fgvc_baselines	20260401_122632	42	qwen2_vl	eurosat_fgvc	eurosat	raw	stv	STV	5	worker_1	0	fgvc_baselines_eurosat_fgvc_seed42_stv_qwen2_vl_20260401_122632	/root/autodl-tmp/FGVC/swap/paper/subsets/20260401_122632_fgvc_baselines/seed_42/eurosat_fgvc/train_subset.json	/root/autodl-tmp/FGVC/swap/paper/subsets/20260401_122632_fgvc_baselines/seed_42/eurosat_fgvc/val_subset.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260401_122632_fgvc_baselines/fgvc_baselines_eurosat_fgvc_seed42_stv_qwen2_vl_20260401_122632.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260401_122632_fgvc_baselines/fgvc_baselines_eurosat_fgvc_seed42_stv_qwen2_vl_20260401_122632.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260401_122632_fgvc_baselines/fgvc_baselines_eurosat_fgvc_seed42_stv_qwen2_vl_20260401_122632.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260401_122632_fgvc_baselines/fgvc_baselines_eurosat_fgvc_seed42_stv_qwen2_vl_20260401_122632.log
fgvc_baselines	20260401_122632	42	qwen2_vl	eurosat_fgvc	eurosat	raw	i2cl	I2CL	6	worker_1	0	fgvc_baselines_eurosat_fgvc_seed42_i2cl_qwen2_vl_20260401_122632	/root/autodl-tmp/FGVC/swap/paper/subsets/20260401_122632_fgvc_baselines/seed_42/eurosat_fgvc/train_subset.json	/root/autodl-tmp/FGVC/swap/paper/subsets/20260401_122632_fgvc_baselines/seed_42/eurosat_fgvc/val_subset.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260401_122632_fgvc_baselines/fgvc_baselines_eurosat_fgvc_seed42_i2cl_qwen2_vl_20260401_122632.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260401_122632_fgvc_baselines/fgvc_baselines_eurosat_fgvc_seed42_i2cl_qwen2_vl_20260401_122632.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260401_122632_fgvc_baselines/fgvc_baselines_eurosat_fgvc_seed42_i2cl_qwen2_vl_20260401_122632.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260401_122632_fgvc_baselines/fgvc_baselines_eurosat_fgvc_seed42_i2cl_qwen2_vl_20260401_122632.log
fgvc_baselines	20260401_122632	42	qwen2_vl	eurosat_fgvc	eurosat	raw	mimic	MimIC	7	worker_1	0	fgvc_baselines_eurosat_fgvc_seed42_mimic_qwen2_vl_20260401_122632	/root/autodl-tmp/FGVC/swap/paper/subsets/20260401_122632_fgvc_baselines/seed_42/eurosat_fgvc/train_subset.json	/root/autodl-tmp/FGVC/swap/paper/subsets/20260401_122632_fgvc_baselines/seed_42/eurosat_fgvc/val_subset.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260401_122632_fgvc_baselines/fgvc_baselines_eurosat_fgvc_seed42_mimic_qwen2_vl_20260401_122632.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260401_122632_fgvc_baselines/fgvc_baselines_eurosat_fgvc_seed42_mimic_qwen2_vl_20260401_122632.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260401_122632_fgvc_baselines/fgvc_baselines_eurosat_fgvc_seed42_mimic_qwen2_vl_20260401_122632.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260401_122632_fgvc_baselines/fgvc_baselines_eurosat_fgvc_seed42_mimic_qwen2_vl_20260401_122632.log
fgvc_baselines	20260401_122632	42	qwen2_vl	pets_fgvc	pets	raw	zero_shot	Zero-shot	8	worker_1	0	fgvc_baselines_pets_fgvc_seed42_zero_shot_qwen2_vl_20260401_122632	/root/autodl-tmp/FGVC/swap/paper/subsets/20260401_122632_fgvc_baselines/seed_42/pets_fgvc/train_subset.json	/root/autodl-tmp/FGVC/swap/paper/subsets/20260401_122632_fgvc_baselines/seed_42/pets_fgvc/val_subset.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260401_122632_fgvc_baselines/fgvc_baselines_pets_fgvc_seed42_zero_shot_qwen2_vl_20260401_122632.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260401_122632_fgvc_baselines/fgvc_baselines_pets_fgvc_seed42_zero_shot_qwen2_vl_20260401_122632.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260401_122632_fgvc_baselines/fgvc_baselines_pets_fgvc_seed42_zero_shot_qwen2_vl_20260401_122632.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260401_122632_fgvc_baselines/fgvc_baselines_pets_fgvc_seed42_zero_shot_qwen2_vl_20260401_122632.log
fgvc_baselines	20260401_122632	42	qwen2_vl	pets_fgvc	pets	raw	keco	KeCO	9	worker_1	0	fgvc_baselines_pets_fgvc_seed42_keco_qwen2_vl_20260401_122632	/root/autodl-tmp/FGVC/swap/paper/subsets/20260401_122632_fgvc_baselines/seed_42/pets_fgvc/train_subset.json	/root/autodl-tmp/FGVC/swap/paper/subsets/20260401_122632_fgvc_baselines/seed_42/pets_fgvc/val_subset.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260401_122632_fgvc_baselines/fgvc_baselines_pets_fgvc_seed42_keco_qwen2_vl_20260401_122632.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260401_122632_fgvc_baselines/fgvc_baselines_pets_fgvc_seed42_keco_qwen2_vl_20260401_122632.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260401_122632_fgvc_baselines/fgvc_baselines_pets_fgvc_seed42_keco_qwen2_vl_20260401_122632.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260401_122632_fgvc_baselines/fgvc_baselines_pets_fgvc_seed42_keco_qwen2_vl_20260401_122632.log
